"","Date.Time","Lat","Lon","Base","Date_Time","Month","Day","Hour"
"236",2014-04-01 09:46:00,40.7752,-73.9636,"B02512",2014-04-01 09:46:00,4,1,9
"237",2014-04-01 09:48:00,40.7283,-74.0071,"B02512",2014-04-01 09:48:00,4,1,9
"238",2014-04-01 09:49:00,40.7195,-74.0367,"B02512",2014-04-01 09:49:00,4,1,9
"239",2014-04-01 09:49:00,40.7195,-74.0367,"B02512",2014-04-01 09:49:00,4,1,9
"240",2014-04-01 09:52:00,40.7747,-73.9911,"B02512",2014-04-01 09:52:00,4,1,9
"241",2014-04-01 09:52:00,40.7401,-73.992,"B02512",2014-04-01 09:52:00,4,1,9
"242",2014-04-01 09:54:00,40.7686,-73.9698,"B02512",2014-04-01 09:54:00,4,1,9
"243",2014-04-01 09:54:00,40.7336,-73.9982,"B02512",2014-04-01 09:54:00,4,1,9
"244",2014-04-01 09:55:00,40.7795,-73.9837,"B02512",2014-04-01 09:55:00,4,1,9
"245",2014-04-01 09:58:00,40.7148,-74.0162,"B02512",2014-04-01 09:58:00,4,1,9
"246",2014-04-01 09:58:00,40.7438,-73.9759,"B02512",2014-04-01 09:58:00,4,1,9
"247",2014-04-01 09:58:00,40.745,-73.9888,"B02512",2014-04-01 09:58:00,4,1,9
"248",2014-04-01 10:01:00,40.7768,-73.9773,"B02512",2014-04-01 10:01:00,4,1,10
"249",2014-04-01 10:01:00,40.7594,-73.966,"B02512",2014-04-01 10:01:00,4,1,10
"250",2014-04-01 10:04:00,40.7741,-73.8726,"B02512",2014-04-01 10:04:00,4,1,10
"251",2014-04-01 10:05:00,40.7367,-73.9907,"B02512",2014-04-01 10:05:00,4,1,10
"252",2014-04-01 10:06:00,40.7368,-73.9847,"B02512",2014-04-01 10:06:00,4,1,10
"253",2014-04-01 10:07:00,40.8079,-73.9638,"B02512",2014-04-01 10:07:00,4,1,10
"254",2014-04-01 10:15:00,40.6678,-73.7956,"B02512",2014-04-01 10:15:00,4,1,10
"255",2014-04-01 10:15:00,40.721,-74.0033,"B02512",2014-04-01 10:15:00,4,1,10
"256",2014-04-01 10:15:00,40.7764,-73.9598,"B02512",2014-04-01 10:15:00,4,1,10
"257",2014-04-01 10:18:00,40.7746,-73.9581,"B02512",2014-04-01 10:18:00,4,1,10
"258",2014-04-01 10:18:00,40.7745,-73.9638,"B02512",2014-04-01 10:18:00,4,1,10
"259",2014-04-01 10:22:00,40.7224,-73.9935,"B02512",2014-04-01 10:22:00,4,1,10
"260",2014-04-01 10:22:00,40.7736,-73.9626,"B02512",2014-04-01 10:22:00,4,1,10
"261",2014-04-01 10:23:00,40.7348,-73.9929,"B02512",2014-04-01 10:23:00,4,1,10
"262",2014-04-01 10:27:00,40.7605,-73.9991,"B02512",2014-04-01 10:27:00,4,1,10
"263",2014-04-01 10:27:00,40.6948,-74.1779,"B02512",2014-04-01 10:27:00,4,1,10
"264",2014-04-01 10:29:00,40.7573,-73.9877,"B02512",2014-04-01 10:29:00,4,1,10
"265",2014-04-01 10:32:00,40.6949,-74.1781,"B02512",2014-04-01 10:32:00,4,1,10
"266",2014-04-01 10:32:00,40.6949,-74.1781,"B02512",2014-04-01 10:32:00,4,1,10
"267",2014-04-01 10:32:00,40.7771,-73.9754,"B02512",2014-04-01 10:32:00,4,1,10
"268",2014-04-01 10:33:00,40.7584,-73.989,"B02512",2014-04-01 10:33:00,4,1,10
"269",2014-04-01 10:33:00,40.755,-73.9878,"B02512",2014-04-01 10:33:00,4,1,10
"270",2014-04-01 10:34:00,40.7226,-74.0004,"B02512",2014-04-01 10:34:00,4,1,10
"271",2014-04-01 10:34:00,40.774,-73.9607,"B02512",2014-04-01 10:34:00,4,1,10
"272",2014-04-01 10:34:00,40.7718,-73.9654,"B02512",2014-04-01 10:34:00,4,1,10
"273",2014-04-01 10:34:00,40.7748,-73.991,"B02512",2014-04-01 10:34:00,4,1,10
